word,romaji,explanation,properties,examples
揺ら揺ら,yurayura,"swaying, swinging, rocking, shaking, wavering, flickering",popular; usually written using kana alone; onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),
よちよち,yochiyochi,"totteringly, with tottering steps, toddling",popular; onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),
よろよろ,yoroyoro,"tottering, staggering, faltering, reeling",popular; onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),
わくわく,wakuwaku,"trembling, getting nervous, excited, thrilled",popular; onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),明日は遠足でわくわくしている。; 一番好きなバンドは今月新しいアルバムを出すのでわくわくしている。
カサカサ,kasakasa,"dry and rough, desiccated; rustling",popular; onomatopoeic or mimetic word; noun taking the genitive case particle の; adjective (generic); な adjective; noun or participle taking the aux. verb する; noun (generic); adverb; adverb taking the と particle,日焼けしすぎたせいで肌がカサカサです。
ガンガン,gangan,"clanging, banging, booming, loudly; throbbing (headache), pounding, splitting; fully, vigorously, hard (e.g. working), flat out",popular; onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic); colloquial,
ニコニコ,nikoniko,"with a friendly grin, smilingly",popular; JLPT N2; onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),ずっとほしかったゲームを手に入れたので彼は一日中ニコニコしていた。; あの子いつもニコニコしてて感じがとてもいいよね。; 誰にでもニコニコして、あの子って八方美人ね。
プンプン,punpun,"(smelling) strongly, pungently; angrily, furiously, indignantly, in a huff, fuming",popular; onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),
そろそろ,sorosoro,"soon, before long, any time now, momentarily; slowly, quietly, steadily, gradually, gingerly; already, about time",popular; JLPT N4; onomatopoeic or mimetic word; adverb; adverb taking the と particle,
苛々,iraira,"to get irritated, to get annoyed, to be on the edge, to fret, to lose patience",popular; obsolete kanji; JLPT N3; usually written using kana alone; onomatopoeic or mimetic word; noun or participle taking the aux. verb する; verb (generic); noun (generic); noun; adverb; adverb taking the と particle,
がらん,garan,"clanging; empty, deserted",popular; onomatopoeic or mimetic word; adverb; adverb taking the と particle,
ムッと,muxtsuto,"to be offended, to get angry, to be annoyed, to be miffed, to be huffy, to be sullen, to be upset; to be stuffy, to be stifling, to be muggy; firmly (shutting one's mouth)",popular; search-only kana form; onomatopoeic or mimetic word; noun or participle taking the aux. verb する; verb (generic); noun (generic); intransitive verb; adverb,
うんざり,unzari,"tedious, boring, being fed up with",popular; JLPT N1; onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),
ガタガタ,gatagata,"rattling, clattering; trembling, shivering, quaking, wobbling, swaying; whining, grumbling, griping, bellyaching; rickety, shaky, wobbly, decrepit, ramshackle, broken down",popular; onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic); noun taking the genitive case particle の; adjective (generic); な adjective,
がっくり,gakkuri,"heartbroken, crestfallen, dejected, disappointed",popular; JLPT N1; onomatopoeic or mimetic word; adverb; noun; noun (generic); noun or participle taking the aux. verb する; adverb taking the と particle,大学に落ちたことを知り、彼はがっくり肩を落とした。受けた大学が全滅だったみたいだ。お気の毒に。。。; 夕食を食べにレストランにいったら臨時の休業日だった。がっくりだ！
きちっと,kichitto,"exactly, perfectly",popular; JLPT N1; onomatopoeic or mimetic word; adverb; noun or participle taking the aux. verb する; verb (generic); noun (generic),
キョロキョロ,kyorokyoro,"(looking around) restlessly, (looking) all around, goggling",popular; onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),初めての都会なのでついつい周りをきょろきょろ見てしまう。; お母さん： こら！病院できょろきょろするんじゃありません。息子： だって、お母さん、素敵な看護師さんたちがたくさんいるんだもん。
キラキラ,kirakira,"glittering, sparkling, glistening, twinkling",popular; onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),田舎に帰ると夜空に星がキラキラと瞬いているのが見える。; 麻衣： どうして私のことを好きになったの？次郎： それは君の瞳がキラキラ輝いているからさ。麻衣： どこでそんなセリフを覚えたの？
ぎゅっと,gyutto,"tightly (hold, squeeze, etc.), firmly, forcefully (e.g. push), hard",popular; onomatopoeic or mimetic word; adverb; noun or participle taking the aux. verb する; verb (generic); noun (generic),
ギラギラ,giragira,"glaringly, dazzlingly, blazingly",popular; onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),ギラギラと太陽が照っている。; 川崎： あのテレビに出ているギラギラした男の人って誰？神埼： Elvis Presleyっだよ！
くっきり,kukkiri,"distinctly (standing out), clearly, in sharp relief, boldly",popular; JLPT N1; onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),長く続いた雨がやんで遠くの富士山がくっきりと見えた。; たくさんの人と交流をしてやっと自分の人生計画がくっきりと見えてきた。
コツコツ,kotsukotsu,"steadily, unflaggingly, untiringly, laboriously, diligently; knocking, tapping, clicking, drumming",popular; onomatopoeic or mimetic word; adverb taking the と particle; adverb,
ゴロゴロ,gorogoro,"rumbling (of thunder, one's stomach, etc.), grumbling, growling, purring; rolling (of something large and heavy), tumbling; all over the place, everywhere, commonly, in great numbers; idly, lazily, slothfully; (uncomfortable feeling of) having a foreign substance in one's eye, stomach, etc.; thunder",popular; onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic); intransitive verb; children's language; noun,さや： 顔色は悪いけどどうしたの？ひろし： さっきからお腹がゴロゴロするんだ。; 昼間は晴れていたのに夕方になるとゴロゴロと雷雲が出てきた。; お姉さん： 学校が休みだからってゴロゴロしないの？お兄さん： ごろごろしないと休んだ気持ちにならないよ。
ザラザラ,zarazara,"rough (touch, voice, etc.), coarse, gritty, sandy, granular; rattling (of beans, beads, etc.)",popular; onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic); noun taking the genitive case particle の; adjective (generic); な adjective,
しゃぶしゃぶ,shabushabu,"shabu-shabu, hot pot dish where thinly sliced meat is boiled quickly and then dipped in sauce","popular; onomatopoeic or mimetic word; food, cooking; noun; noun (generic)",
スラスラ,surasura,"smoothly, easily, readily",popular; onomatopoeic or mimetic word; adverb; adverb taking the と particle,
ズバリ,zubari,"decisively, decidedly, boldly, once and for all, unreservedly, frankly; precisely, exactly",popular; JLPT N1; onomatopoeic or mimetic word; adverb; adverb taking the と particle,
そっくり,sokkuri,"all, altogether, entirely, completely; exactly like, just like, spitting image of",popular; JLPT N3; onomatopoeic or mimetic word; adverb; な adjective; adjective (generic),
ぞくぞく,zokuzoku,"shivering, feeling chilly; shuddering (with fear), feeling creepy; thrilled, excited",popular; onomatopoeic or mimetic word; adverb; adverb taking the と particle; noun or participle taking the aux. verb する; verb (generic); noun (generic),
